Date,Time,Temperature
22.05.2026,09:57:22,26.0
22.05.2026,10:03:22,26.0
22.05.2026,10:09:22,26.0
22.05.2026,10:15:22,26.0
22.05.2026,10:21:22,26.0
22.05.2026,10:27:22,26.0
22.05.2026,10:33:22,26.0
22.05.2026,10:39:22,26.0
22.05.2026,10:45:22,26.0
22.05.2026,10:51:22,26.0
22.05.2026,10:57:22,26.0
22.05.2026,11:03:22,26.0
22.05.2026,11:09:22,26.0
22.05.2026,11:15:22,26.0
22.05.2026,11:21:22,26.0
22.05.2026,11:27:22,26.0
22.05.2026,11:33:22,26.0
22.05.2026,11:39:22,26.0
22.05.2026,11:45:22,26.0
22.05.2026,11:51:22,26.0
22.05.2026,11:57:22,26.0
22.05.2026,12:03:22,26.0
22.05.2026,12:09:22,26.0
22.05.2026,12:15:22,26.0
22.05.2026,12:21:22,26.0
22.05.2026,12:27:22,26.0
22.05.2026,12:33:22,26.0
22.05.2026,12:39:22,26.0
22.05.2026,12:45:22,26.0
22.05.2026,12:51:22,26.0
22.05.2026,12:57:22,26.0
22.05.2026,13:03:22,26.0
22.05.2026,13:09:22,26.0
22.05.2026,13:15:22,26.0
22.05.2026,13:21:22,26.0
22.05.2026,13:27:22,26.0
22.05.2026,13:33:22,26.0
22.05.2026,13:39:22,26.0
22.05.2026,13:45:22,26.0
22.05.2026,13:51:22,26.0
22.05.2026,13:57:22,26.0
22.05.2026,14:03:22,26.0
22.05.2026,14:09:22,26.0
22.05.2026,14:15:22,26.0
22.05.2026,14:21:22,26.0
22.05.2026,14:27:22,26.0
22.05.2026,14:33:22,26.0
22.05.2026,14:39:22,26.0
22.05.2026,14:45:22,26.0
22.05.2026,14:51:22,26.0
22.05.2026,14:57:22,26.0
22.05.2026,15:03:22,26.0
22.05.2026,15:09:22,26.0
22.05.2026,15:15:22,26.0
22.05.2026,15:21:22,26.0
22.05.2026,15:27:22,26.0
22.05.2026,15:33:22,26.0
22.05.2026,15:39:22,26.0
22.05.2026,15:45:22,26.0
22.05.2026,15:51:22,26.0
22.05.2026,15:57:22,26.0
22.05.2026,16:03:22,26.0
22.05.2026,16:09:22,26.0
22.05.2026,16:15:22,26.0
22.05.2026,16:21:22,26.0
22.05.2026,16:27:22,26.0
22.05.2026,16:33:22,26.0
22.05.2026,16:39:22,26.0
22.05.2026,16:45:22,26.0
22.05.2026,16:51:22,26.0
22.05.2026,16:57:22,26.0
22.05.2026,17:03:22,26.0
22.05.2026,17:09:22,26.0
22.05.2026,17:15:22,26.0
22.05.2026,17:21:22,26.0
22.05.2026,17:27:22,26.0
22.05.2026,17:33:22,26.5
22.05.2026,17:39:22,26.5
22.05.2026,17:45:22,26.5
22.05.2026,17:46:22,27.0
22.05.2026,17:48:22,26.5
22.05.2026,17:49:22,27.0
22.05.2026,17:55:22,27.0
22.05.2026,18:01:22,27.0
22.05.2026,18:07:22,27.0
22.05.2026,18:11:22,26.5
22.05.2026,18:17:22,26.5
22.05.2026,18:20:22,27.0
22.05.2026,18:22:22,26.5
22.05.2026,18:23:22,27.0
22.05.2026,18:29:22,27.0
22.05.2026,18:35:22,27.0
22.05.2026,18:41:22,27.0
22.05.2026,18:47:22,27.0
22.05.2026,18:53:22,27.0
22.05.2026,18:59:22,27.5
22.05.2026,19:05:22,27.5
22.05.2026,19:11:22,27.5
22.05.2026,19:12:22,27.0
22.05.2026,19:13:22,27.5
22.05.2026,19:19:22,27.5
22.05.2026,19:25:22,27.5
22.05.2026,19:26:22,28.0
22.05.2026,19:32:22,28.0
22.05.2026,19:38:22,28.0
22.05.2026,19:44:22,28.0
22.05.2026,19:50:22,28.0
22.05.2026,19:56:22,28.0
22.05.2026,20:02:22,28.0
22.05.2026,20:05:22,27.5
22.05.2026,20:11:22,27.5
