Date,Time,Temperature,Flag
13.02.2026,15:06:50,20.6,d
13.02.2026,15:15:50,20.6,d
13.02.2026,15:24:50,20.6,d
13.02.2026,15:33:52,20.7,d
13.02.2026,15:42:52,20.7,d
13.02.2026,15:51:52,20.7,d
13.02.2026,16:00:54,20.7,d
13.02.2026,16:09:54,20.7,d
13.02.2026,16:18:54,20.7,d
13.02.2026,16:27:54,20.7,d
13.02.2026,16:36:56,20.7,d
13.02.2026,16:45:56,20.7,d
13.02.2026,16:54:56,20.7,d
13.02.2026,17:03:56,20.7,d
13.02.2026,17:12:58,20.7,d
13.02.2026,17:21:58,20.7,d
13.02.2026,17:30:58,20.7,d
13.02.2026,17:39:58,20.6,d
13.02.2026,17:49:00,20.0,d
13.02.2026,17:58:00,19.6,d
13.02.2026,18:07:00,19.5,d
13.02.2026,18:16:02,19.4,d
13.02.2026,18:25:02,19.4,d
13.02.2026,18:34:02,19.4,d
13.02.2026,18:43:02,19.4,d
13.02.2026,18:52:04,19.4,d
13.02.2026,19:03:00,17.8,b
13.02.2026,19:03:00,18.4,t
13.02.2026,19:04:00,19.5,d
13.02.2026,19:10:04,19.5,d
13.02.2026,19:19:06,19.6,d
13.02.2026,19:28:06,19.6,d
13.02.2026,19:37:06,19.6,d
13.02.2026,20:46:28,20.2,d
13.02.2026,20:55:29,20.0,d
13.02.2026,21:04:29,19.7,d
13.02.2026,21:13:30,19.5,d
13.02.2026,21:22:31,19.4,d
13.02.2026,21:31:31,19.3,d
13.02.2026,21:40:32,19.2,d
13.02.2026,21:49:33,19.2,d
13.02.2026,21:58:33,19.1,d
13.02.2026,22:07:34,19.1,d
13.02.2026,22:16:34,19.1,d
13.02.2026,22:25:35,19.0,d
13.02.2026,22:34:36,19.0,d
13.02.2026,22:43:36,19.0,d
13.02.2026,22:52:37,19.0,d
13.02.2026,23:01:37,19.0,d
13.02.2026,23:10:38,19.0,d
13.02.2026,23:19:39,18.9,d
13.02.2026,23:28:39,18.9,d
13.02.2026,23:37:40,18.9,d
13.02.2026,23:46:40,18.9,d
13.02.2026,23:55:41,18.9,d
14.02.2026,00:04:41,18.9,d
14.02.2026,00:13:42,18.9,d
14.02.2026,00:22:43,18.9,d
14.02.2026,00:31:43,18.9,d
14.02.2026,00:40:44,18.9,d
14.02.2026,00:49:44,18.9,d
14.02.2026,00:58:45,18.9,d
14.02.2026,01:07:46,18.9,d
14.02.2026,01:16:46,18.8,d
14.02.2026,01:25:47,18.8,d
14.02.2026,01:34:48,18.8,d
14.02.2026,01:43:48,18.8,d
14.02.2026,01:52:49,18.8,d
14.02.2026,02:01:49,18.8,d
14.02.2026,02:10:50,18.8,d
14.02.2026,02:19:50,18.8,d
14.02.2026,02:28:51,18.8,d
14.02.2026,02:37:51,18.8,d
14.02.2026,02:46:52,18.8,d
14.02.2026,02:55:53,18.8,d
14.02.2026,03:04:53,18.8,d
14.02.2026,03:13:54,18.8,d
14.02.2026,03:22:55,18.8,d
14.02.2026,03:31:55,18.8,d
14.02.2026,03:40:56,18.7,d
14.02.2026,03:49:56,18.8,d
14.02.2026,03:58:57,18.7,d
14.02.2026,04:07:58,18.8,d
14.02.2026,04:16:58,18.7,d
14.02.2026,04:25:59,18.7,d
14.02.2026,04:35:00,18.7,d
14.02.2026,04:44:00,18.7,d
14.02.2026,04:53:01,18.7,d
14.02.2026,05:02:02,18.7,d
14.02.2026,05:11:02,18.7,d
14.02.2026,05:20:03,18.7,d
14.02.2026,05:29:04,18.7,d
14.02.2026,05:38:04,18.7,d
14.02.2026,05:47:05,18.7,d
14.02.2026,05:56:05,18.7,d
14.02.2026,06:05:06,18.7,d
14.02.2026,06:14:07,18.7,d
14.02.2026,06:23:07,18.7,d
14.02.2026,06:32:08,18.7,d
14.02.2026,06:41:08,18.7,d
14.02.2026,06:50:09,18.7,d
14.02.2026,06:59:10,18.7,d
14.02.2026,07:08:10,18.7,d
14.02.2026,07:17:11,18.7,d
14.02.2026,07:26:11,18.7,d
14.02.2026,07:35:12,18.7,d
14.02.2026,07:44:13,18.7,d
14.02.2026,07:53:13,18.7,d
14.02.2026,08:02:14,18.7,d
14.02.2026,08:11:15,18.7,d
14.02.2026,08:20:15,18.7,d
14.02.2026,08:29:16,18.7,d
14.02.2026,08:38:16,18.7,d
14.02.2026,08:47:17,18.7,d
14.02.2026,08:56:17,18.7,d
14.02.2026,09:05:18,18.7,d
15.02.2026,15:51:47,18.7,d
15.02.2026,16:00:48,18.9,d
15.02.2026,16:09:48,18.8,d
15.02.2026,16:18:49,18.8,d
15.02.2026,16:27:49,18.7,d
15.02.2026,16:36:50,18.7,d
15.02.2026,16:45:50,18.7,d
15.02.2026,16:54:51,18.7,d
15.02.2026,17:03:52,18.8,d
15.02.2026,17:12:52,19.2,d
15.02.2026,17:21:53,19.3,d
15.02.2026,17:30:54,19.3,d
15.02.2026,17:39:54,19.3,d
15.02.2026,17:48:55,19.2,d
15.02.2026,17:57:56,19.2,d
15.02.2026,18:06:56,19.6,d
15.02.2026,18:15:57,19.4,d
15.02.2026,18:24:58,19.3,d
15.02.2026,18:33:58,19.2,d
15.02.2026,18:42:59,19.1,d
15.02.2026,18:52:00,19.1,d
15.02.2026,19:01:00,19.0,d
15.02.2026,19:05:00,18.3,t
15.02.2026,19:06:00,17.8,b
15.02.2026,19:10:01,19.5,d
15.02.2026,19:19:02,19.7,d
15.02.2026,19:28:02,20.0,d
15.02.2026,19:37:03,20.2,d
15.02.2026,19:46:04,20.3,d
15.02.2026,19:55:04,20.5,d
15.02.2026,20:04:05,20.8,d
15.02.2026,20:13:06,20.7,d
15.02.2026,20:22:06,20.7,d
15.02.2026,20:31:07,20.6,d
15.02.2026,20:40:07,20.5,d
15.02.2026,20:49:08,20.7,d
15.02.2026,20:56:00,18.9,b
15.02.2026,20:56:00,19.6,t
15.02.2026,21:13:00,20.7,d
