Date,Time,Temperature
22.03.2026,18:05:42,22.0
22.03.2026,18:06:42,22.0
22.03.2026,18:07:42,22.0
22.03.2026,18:08:42,22.0
22.03.2026,18:09:42,21.5
22.03.2026,18:10:42,21.5
22.03.2026,18:11:42,21.5
22.03.2026,18:12:42,21.5
22.03.2026,18:13:42,21.5
22.03.2026,18:14:42,22.0
22.03.2026,18:15:42,21.5
22.03.2026,18:16:42,21.5
22.03.2026,18:17:42,22.0
22.03.2026,18:18:42,22.0
22.03.2026,18:19:42,21.5
22.03.2026,18:20:42,21.5
22.03.2026,18:21:42,22.0
22.03.2026,18:22:42,22.0
22.03.2026,18:23:42,22.0
22.03.2026,18:24:42,22.0
22.03.2026,18:25:42,22.0
22.03.2026,18:26:42,22.0
22.03.2026,18:27:42,21.5
22.03.2026,18:28:42,22.0
22.03.2026,18:29:42,22.0
22.03.2026,18:30:42,21.5
22.03.2026,18:31:42,21.5
22.03.2026,18:32:42,22.0
22.03.2026,18:33:42,21.5
22.03.2026,18:34:42,22.0
22.03.2026,18:35:42,22.0
22.03.2026,18:36:42,22.0
22.03.2026,18:37:42,22.0
22.03.2026,18:38:42,22.0
22.03.2026,18:39:42,22.0
22.03.2026,18:40:42,22.0
22.03.2026,18:41:42,22.0
22.03.2026,18:42:42,22.0
22.03.2026,18:43:42,22.0
22.03.2026,18:44:42,21.5
22.03.2026,18:45:42,21.5
22.03.2026,18:46:42,21.5
22.03.2026,18:47:42,21.5
22.03.2026,18:48:42,21.5
22.03.2026,18:49:42,21.5
22.03.2026,18:50:42,21.5
22.03.2026,18:51:42,21.5
22.03.2026,18:52:42,21.5
22.03.2026,18:53:42,21.5
22.03.2026,18:54:42,21.5
22.03.2026,18:55:42,21.5
22.03.2026,18:56:42,21.5
22.03.2026,18:57:42,21.5
22.03.2026,18:58:42,21.5
22.03.2026,18:59:42,21.5
22.03.2026,19:00:42,21.5
22.03.2026,19:01:42,21.5
22.03.2026,19:02:42,21.5
22.03.2026,19:03:42,21.5
22.03.2026,19:04:42,21.5
22.03.2026,19:05:42,21.5
22.03.2026,19:06:42,21.5
22.03.2026,19:07:42,21.5
22.03.2026,19:08:42,21.5
22.03.2026,19:09:42,21.5
22.03.2026,19:10:42,21.5
22.03.2026,19:11:43,21.5
22.03.2026,19:12:43,21.5
22.03.2026,19:13:43,21.5
22.03.2026,19:14:43,21.5
22.03.2026,19:15:43,21.5
22.03.2026,19:16:43,21.5
22.03.2026,19:17:43,21.5
22.03.2026,19:18:43,21.5
22.03.2026,19:19:43,21.5
22.03.2026,19:20:43,21.5
22.03.2026,19:21:43,21.5
22.03.2026,19:22:43,21.5
22.03.2026,19:23:43,21.5
22.03.2026,19:24:43,21.5
22.03.2026,19:25:43,21.5
22.03.2026,19:26:43,21.5
22.03.2026,19:27:43,21.5
22.03.2026,19:28:43,21.5
22.03.2026,19:29:43,21.5
22.03.2026,19:30:43,21.5
22.03.2026,19:31:43,21.5
22.03.2026,19:32:43,21.5
22.03.2026,19:33:43,21.5
22.03.2026,19:34:43,21.5
22.03.2026,19:35:43,21.5
22.03.2026,19:36:43,21.5
22.03.2026,19:37:43,21.5
22.03.2026,19:38:43,22.0
22.03.2026,19:39:43,21.5
