06.02.2026,19:00:00,-11.3,v
06.02.2026,20:00:00,-11.1,v
06.02.2026,21:00:00,-11.0,v
06.02.2026,22:00:00,-11.2,v
06.02.2026,23:00:00,-11.4,v
07.02.2026,00:00:00,-11.6,v
07.02.2026,01:00:00,-12.2,v
07.02.2026,02:00:00,-12.1,v
07.02.2026,03:00:00,-12.1,v
07.02.2026,04:00:00,-12.1,v
07.02.2026,05:00:00,-11.8,v
07.02.2026,06:00:00,-11.7,v
